,neighborhood,current_cases,cases_per_100k,ds,ds_3_days_ago,new_cases_last_3_days,lat,long
312,Wholesale District,171.0,473.3,2020-05-07,2020-05-04,33.0,34.03,-118.2452
313,Willowbrook,70.0,200.5,2020-05-07,2020-05-04,7.0,33.917,-118.2551
314,Wilmington,122.0,215.98,2020-05-07,2020-05-04,17.0,33.78,-118.2617
315,Wilshire Center,142.0,283.04,2020-05-07,2020-05-04,17.0,34.0642,-118.2984
316,Winnetka,199.0,384.27,2020-05-07,2020-05-04,21.0,34.2059,-118.5754
317,Wiseburn,9.0,149.33,2020-05-07,2020-05-04,1.0,,
318,Woodland Hills,129.0,189.55,2020-05-07,2020-05-04,10.0,34.1659,-118.6104
319,Acton,8.0,100.36,2020-05-06,2020-05-03,0.0,34.47,-118.1967
320,Adams-Normandie,31.0,377.96,2020-05-06,2020-05-03,2.0,34.0343,-118.2993
321,Agoura Hills,31.0,148.45,2020-05-06,2020-05-03,0.0,34.1364,-118.7745
322,Agua Dulce,1.0,24.05,2020-05-06,2020-05-03,0.0,,
323,Alhambra,102.0,117.61,2020-05-06,2020-05-03,15.0,34.0953,-118.12700000000001
324,Alsace,32.0,257.13,2020-05-06,2020-05-03,0.0,33.9786,-118.4156
325,Altadena,80.0,183.4,2020-05-06,2020-05-03,9.0,34.1902,-118.1313
326,Anaverde,1.0,66.31,2020-05-06,2020-05-03,0.0,,
327,Angeles National Forest,0.0,0.0,2020-05-06,2020-05-03,-1.0,,
328,Angelino Heights,10.0,399.68,2020-05-06,2020-05-03,1.0,34.0703,-118.2548
329,Arcadia,52.0,83.11,2020-05-06,2020-05-03,5.0,34.1397,-118.0353
330,Arleta,144.0,418.97,2020-05-06,2020-05-03,24.0,34.2419,-118.4256
331,Artesia,15.0,89.31,2020-05-06,2020-05-03,1.0,33.8658,-118.0831
332,Athens Village,14.0,285.89,2020-05-06,2020-05-03,2.0,33.92,-118.2812
333,Athens-Westmont,122.0,287.45,2020-05-06,2020-05-03,14.0,33.9238,-118.3019
334,Atwater Village,34.0,231.83,2020-05-06,2020-05-03,0.0,34.1173,-118.2614
335,Avalon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
336,Avocado Heights,13.0,191.88,2020-05-06,2020-05-03,0.0,34.0361,-117.9912
337,Azusa,112.0,177.86,2020-05-06,2020-05-03,13.0,34.1336,-117.9076
338,Baldwin Hills,74.0,237.75,2020-05-06,2020-05-03,9.0,34.0047,-118.3415
339,Baldwin Park,124.0,161.52,2020-05-06,2020-05-03,24.0,34.0853,-117.9609
340,Bandini Islands,0.0,0.0,2020-05-06,2020-05-03,0.0,,
341,Bassett,33.0,222.72,2020-05-06,2020-05-03,3.0,34.0758,-118.3678
342,Bel Air,30.0,355.91,2020-05-06,2020-05-03,1.0,34.0833,-118.4487
343,Bell,142.0,390.84,2020-05-06,2020-05-03,5.0,33.9761,-118.1851
344,Bell Gardens,121.0,280.93,2020-05-06,2020-05-03,12.0,33.9653,-118.1515
345,Bellflower,158.0,203.25,2020-05-06,2020-05-03,19.0,33.88221,-118.118
346,Beverly Crest,34.0,271.46,2020-05-06,2020-05-03,2.0,34.1024,-118.4163
347,Beverly Hills,116.0,336.04,2020-05-06,2020-05-03,4.0,34.0736,-118.4004
348,Beverlywood,33.0,250.51,2020-05-06,2020-05-03,0.0,34.0409,-118.3919
349,Bouquet Canyon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
350,Boyle Heights,262.0,301.55,2020-05-06,2020-05-03,32.0,34.0339,-118.2054
351,Bradbury,1.0,93.55,2020-05-06,2020-05-03,0.0,,
352,Brentwood,66.0,213.21,2020-05-06,2020-05-03,1.0,34.0519,-118.4731
353,Brookside,0.0,0.0,2020-05-06,2020-05-03,0.0,,
354,Burbank,283.0,264.04,2020-05-06,2020-05-03,27.0,34.1808,-118.309
355,Cadillac-Corning,20.0,280.86,2020-05-06,2020-05-03,0.0,34.040282,-118.38025
356,Calabasas,46.0,189.12,2020-05-06,2020-05-03,3.0,34.1383,-118.6608
357,Canoga Park,355.0,543.74,2020-05-06,2020-05-03,39.0,34.2011,-118.5981
358,Canyon Country,27.0,349.38,2020-05-06,2020-05-03,1.0,34.4245,-118.4711
359,Carson,277.0,295.16,2020-05-06,2020-05-03,25.0,33.8374,-118.2559
360,Carthay,69.0,480.4,2020-05-06,2020-05-03,-1.0,34.0573,-118.3679
361,Castaic,22.0,80.91,2020-05-06,2020-05-03,1.0,34.4889,-118.6229
362,Central,163.0,418.03,2020-05-06,2020-05-03,21.0,34.0833,-118.4487
363,Century City,30.0,234.52,2020-05-06,2020-05-03,0.0,34.0556,-118.4179
364,Century Palms/Cove,116.0,343.54,2020-05-06,2020-05-03,14.0,33.9461,-118.2732
365,Cerritos,60.0,119.84,2020-05-06,2020-05-03,4.0,33.8584,-118.0648
366,Charter Oak,0.0,0.0,2020-05-06,2020-05-03,0.0,,
367,Chatsworth,111.0,299.51,2020-05-06,2020-05-03,7.0,34.2506,-118.6148
368,Cheviot Hills,18.0,196.27,2020-05-06,2020-05-03,0.0,34.0458,-118.4079
369,Chinatown,9.0,112.21,2020-05-06,2020-05-03,0.0,34.0623,-118.2383
370,Claremont,27.0,74.01,2020-05-06,2020-05-03,3.0,34.1261,-117.7158
371,Cloverdale/Cochran,42.0,288.6,2020-05-06,2020-05-03,3.0,34.0626,-118.3465
372,Commerce,14.0,107.12,2020-05-06,2020-05-03,1.0,34.0006,-118.1598
373,Compton,254.0,254.24,2020-05-06,2020-05-03,36.0,33.8958,-118.2201
374,Country Club Park,74.0,488.35,2020-05-06,2020-05-03,6.0,34.0503,-118.3212
375,Covina,131.0,205.99,2020-05-06,2020-05-03,4.0,34.09,-117.8903
376,Covina (Charter Oak),20.0,152.16,2020-05-06,2020-05-03,5.0,34.0994,-117.8464
377,Crenshaw District,54.0,390.48,2020-05-06,2020-05-03,5.0,34.0158,-118.3453
378,Crestview,70.0,615.76,2020-05-06,2020-05-03,5.0,34.0458,-118.3816
379,Cudahy,91.0,373.76,2020-05-06,2020-05-03,11.0,33.9609,-118.1858
380,Culver City,88.0,220.75,2020-05-06,2020-05-03,21.0,34.0211,-118.3965
381,Del Aire,10.0,227.63,2020-05-06,2020-05-03,2.0,33.9161,-118.3695
382,Del Rey,58.0,193.75,2020-05-06,2020-05-03,6.0,33.9878,-118.4229
383,Del Sur,2.0,82.82,2020-05-06,2020-05-03,0.0,,
384,Desert View Highlands,4.0,160.45,2020-05-06,2020-05-03,1.0,,
385,Diamond Bar,38.0,66.07,2020-05-06,2020-05-03,3.0,34.0286,-117.8103
386,Downey,253.0,221.42,2020-05-06,2020-05-03,18.0,33.9451,-118.1281
387,Downtown,80.0,290.84,2020-05-06,2020-05-03,7.0,34.0422,-118.2488
388,Duarte,91.0,367.91,2020-05-06,2020-05-03,6.0,34.1607,-117.9504
389,Eagle Rock,105.0,265.23,2020-05-06,2020-05-03,10.0,34.1322,-118.2117
390,East Covina,0.0,0.0,2020-05-06,2020-05-03,0.0,,
391,East Hollywood,145.0,495.1,2020-05-06,2020-05-03,12.0,34.0948,-118.291
392,East La Mirada,8.0,151.17,2020-05-06,2020-05-03,0.0,,
393,East Lancaster,0.0,0.0,2020-05-06,2020-05-03,0.0,,
394,East Los Angeles,433.0,345.66,2020-05-06,2020-05-03,29.0,34.0316,-118.1724
395,East Pasadena,0.0,0.0,2020-05-06,2020-05-03,0.0,,
396,East Rancho Dominguez,25.0,163.31,2020-05-06,2020-05-03,2.0,33.898070000000004,-118.19535
397,East Whittier,4.0,75.39,2020-05-06,2020-05-03,0.0,,
398,Echo Park,26.0,182.38,2020-05-06,2020-05-03,6.0,34.0782,-118.2606
399,El Camino Village,12.0,136.5,2020-05-06,2020-05-03,0.0,33.8895,-118.3309
400,El Monte,202.0,172.25,2020-05-06,2020-05-03,27.0,34.0733,-118.0275
401,El Segundo,30.0,178.72,2020-05-06,2020-05-03,2.0,33.9192,-118.4165
402,El Sereno,111.0,265.5,2020-05-06,2020-05-03,11.0,34.0875,-118.1715
403,Elizabeth Lake,1.0,60.2,2020-05-06,2020-05-03,0.0,,
404,Elysian Park,10.0,175.07,2020-05-06,2020-05-03,1.0,34.0838,-118.2366
405,Elysian Valley,26.0,255.63,2020-05-06,2020-05-03,2.0,34.0967,-118.2427
406,Encino,93.0,205.88,2020-05-06,2020-05-03,6.0,34.1517,-118.5214
407,Exposition,5.0,150.33,2020-05-06,2020-05-03,0.0,,
408,Exposition Park,151.0,336.18,2020-05-06,2020-05-03,11.0,34.0147,-118.2872
409,Faircrest Heights,4.0,111.11,2020-05-06,2020-05-03,2.0,,
410,Figueroa Park Square,23.0,263.73,2020-05-06,2020-05-03,3.0,33.9602,-118.28399999999999
411,Florence-Firestone,433.0,403.37,2020-05-06,2020-05-03,62.0,33.9632,-118.2426
412,Franklin Canyon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
413,Gardena,177.0,288.7,2020-05-06,2020-05-03,12.0,33.8938,-118.30799999999999
414,Glassell Park,121.0,382.86,2020-05-06,2020-05-03,9.0,34.1161,-118.229
415,Glendale,669.0,323.98,2020-05-06,2020-05-03,57.0,34.1425,-118.2551
416,Glendora,59.0,303.03,2020-05-06,2020-05-03,12.0,34.1361,-117.8653
417,Gramercy Place,39.0,362.32,2020-05-06,2020-05-03,8.0,34.0468,-118.3127
418,Granada Hills,137.0,235.43,2020-05-06,2020-05-03,11.0,34.2794,-118.5022
419,Green Meadows,83.0,385.96,2020-05-06,2020-05-03,13.0,33.9556,-118.2694
420,Hacienda Heights,59.0,105.5,2020-05-06,2020-05-03,5.0,33.9931,-117.9687
421,Hancock Park,67.0,393.22,2020-05-06,2020-05-03,1.0,34.0745,-118.3304
422,Harbor City,55.0,189.2,2020-05-06,2020-05-03,5.0,33.79,-118.2978
423,Harbor Gateway,78.0,178.9,2020-05-06,2020-05-03,5.0,33.8501,-118.2991
424,Harbor Pines,2.0,83.02,2020-05-06,2020-05-03,1.0,,
425,Harvard Heights,70.0,388.13,2020-05-06,2020-05-03,6.0,34.044000000000004,-118.3042
426,Harvard Park,163.0,429.68,2020-05-06,2020-05-03,27.0,33.9841,-118.3042
427,Hawaiian Gardens,11.0,74.95,2020-05-06,2020-05-03,1.0,33.8314,-118.0728
428,Hawthorne,236.0,261.3,2020-05-06,2020-05-03,28.0,33.9194,-118.354
429,Hermosa Beach,25.0,127.1,2020-05-06,2020-05-03,1.0,33.8621,-118.4
430,Hi Vista,0.0,0.0,2020-05-06,2020-05-03,0.0,,
431,Hidden Hills,0.0,0.0,2020-05-06,2020-05-03,0.0,,
432,Highland Park,104.0,214.92,2020-05-06,2020-05-03,9.0,34.1145,-118.1842
433,Historic Filipinotown,76.0,547.95,2020-05-06,2020-05-03,10.0,34.0703,-118.26799999999999
434,Hollywood,202.0,295.95,2020-05-06,2020-05-03,4.0,34.1016,-118.3337
435,Hollywood Hills,66.0,224.23,2020-05-06,2020-05-03,2.0,34.1341,-118.3215
436,Huntington Park,180.0,302.6,2020-05-06,2020-05-03,16.0,33.9849,-118.2278
437,Hyde Park,86.0,301.32,2020-05-06,2020-05-03,14.0,33.9819,-118.3309
438,Industry,3.0,686.5,2020-05-06,2020-05-03,2.0,,
439,Inglewood,390.0,343.36,2020-05-06,2020-05-03,42.0,33.961,-118.3554
440,Irwindale,2.0,137.08,2020-05-06,2020-05-03,0.0,,
441,Jefferson Park,22.0,272.51,2020-05-06,2020-05-03,0.0,34.0272,-118.3176
442,Kagel/Lopez Canyons,1.0,70.82,2020-05-06,2020-05-03,0.0,,
443,Koreatown,162.0,313.39,2020-05-06,2020-05-03,16.0,34.0578,-118.3009
444,La Canada Flintridge,41.0,198.13,2020-05-06,2020-05-03,5.0,34.2091,-118.2001
445,La Crescenta-Montrose,17.0,85.85,2020-05-06,2020-05-03,0.0,34.2288,-118.2351
446,La Habra Heights,3.0,55.0,2020-05-06,2020-05-03,0.0,,
447,La Mirada,73.0,147.18,2020-05-06,2020-05-03,7.0,33.919000000000004,-118.0105
448,La Puente,47.0,115.49,2020-05-06,2020-05-03,4.0,34.02,-117.9495
449,La Rambla,6.0,289.16,2020-05-06,2020-05-03,0.0,33.744119,-118.301353
450,La Verne,20.0,98.04,2020-05-06,2020-05-03,2.0,34.1202,-117.7704
451,Ladera Heights,16.0,226.28,2020-05-06,2020-05-03,1.0,33.9878,-118.3704
452,Lafayette Square,14.0,307.08,2020-05-06,2020-05-03,0.0,34.0431,-118.3319
453,Lake Balboa,119.0,281.95,2020-05-06,2020-05-03,14.0,34.1839,-118.4954
454,Lake Hughes,0.0,0.0,2020-05-06,2020-05-03,0.0,,
455,Lake Los Angeles,24.0,184.7,2020-05-06,2020-05-03,4.0,34.6125,-117.8281
456,Lake Manor,3.0,182.59,2020-05-06,2020-05-03,0.0,,
457,Lakeview Terrace,63.0,479.71,2020-05-06,2020-05-03,5.0,34.2764,-118.3612
458,Lakewood,94.0,116.97,2020-05-06,2020-05-03,9.0,33.8536,-118.134
459,Lancaster,373.0,230.86,2020-05-06,2020-05-03,35.0,34.6868,-118.1542
460,Lawndale,74.0,220.15,2020-05-06,2020-05-03,14.0,33.8881,-118.3535
461,Leimert Park,36.0,236.3,2020-05-06,2020-05-03,3.0,34.0118,-118.3234
462,Lennox,61.0,270.61,2020-05-06,2020-05-03,6.0,33.9397,-118.3529
463,Leona Valley,1.0,57.11,2020-05-06,2020-05-03,0.0,,
464,Lincoln Heights,135.0,414.15,2020-05-06,2020-05-03,24.0,34.0706,-118.2051
465,Little Armenia,147.0,1831.78,2020-05-06,2020-05-03,54.0,34.0981,-118.3005
466,Little Bangladesh,85.0,299.9,2020-05-06,2020-05-03,7.0,34.0691,-118.2956
467,Little Tokyo,8.0,255.35,2020-05-06,2020-05-03,3.0,34.0523,-118.2395
468,Littlerock,11.0,273.56,2020-05-06,2020-05-03,3.0,,
469,Littlerock/Juniper Hills,1.0,77.1,2020-05-06,2020-05-03,0.0,,
470,Littlerock/Pearblossom,7.0,196.13,2020-05-06,2020-05-03,1.0,34.5211,-117.9837
471,Llano,1.0,114.03,2020-05-06,2020-05-03,0.0,,
472,Lomita,40.0,192.97,2020-05-06,2020-05-03,5.0,33.7922,-118.3151
473,Longwood,16.0,371.75,2020-05-06,2020-05-03,1.0,34.055296000000006,-118.33941499999999
474,Los Feliz,35.0,161.98,2020-05-06,2020-05-03,0.0,34.1124,-118.2851
475,Lynwood,232.0,322.01,2020-05-06,2020-05-03,28.0,33.9293,-118.2139
476,Malibu,31.0,239.18,2020-05-06,2020-05-03,0.0,34.0259,-118.7798
477,Manchester Square,16.0,187.44,2020-05-06,2020-05-03,2.0,33.8993,-118.2977
478,Mandeville Canyon,1.0,32.01,2020-05-06,2020-05-03,0.0,,
479,Manhattan Beach,67.0,186.12,2020-05-06,2020-05-03,1.0,33.8812,-118.4072
480,Mar Vista,59.0,138.92,2020-05-06,2020-05-03,2.0,34.0037,-118.469
481,Marina Peninsula,9.0,206.42,2020-05-06,2020-05-03,0.0,33.9797,-118.4657
482,Marina del Rey,11.0,116.88,2020-05-06,2020-05-03,0.0,33.9803,-118.4517
483,Maywood,79.0,281.65,2020-05-06,2020-05-03,9.0,33.9885,-118.1874
484,Melrose,394.0,507.1,2020-05-06,2020-05-03,19.0,34.0837,-118.3366
485,Mid-city,42.0,279.44,2020-05-06,2020-05-03,3.0,34.0429,-118.3344
486,Miracle Mile,36.0,200.17,2020-05-06,2020-05-03,0.0,34.0597,-118.35
487,Mission Hills,86.0,356.49,2020-05-06,2020-05-03,6.0,34.2723,-118.4689
488,Monrovia,71.0,283.43,2020-05-06,2020-05-03,9.0,34.1481,-117.999
489,Montebello,166.0,257.86,2020-05-06,2020-05-03,17.0,34.0095,-118.1054
490,Monterey Park,93.0,149.37,2020-05-06,2020-05-03,13.0,34.0625,-118.1228
491,Mt. Washington,57.0,236.07,2020-05-06,2020-05-03,9.0,34.1003,-118.2097
492,Newhall,0.0,0.0,2020-05-06,2020-05-03,0.0,,
493,North Hills,218.0,354.04,2020-05-06,2020-05-03,36.0,34.2362,-118.4851
494,North Hollywood,445.0,293.88,2020-05-06,2020-05-03,53.0,34.187,-118.3813
495,North Lancaster,3.0,250.42,2020-05-06,2020-05-03,0.0,,
496,North Whittier,6.0,71.77,2020-05-06,2020-05-03,0.0,34.0396,-117.9991
497,Northeast San Gabriel,20.0,83.21,2020-05-06,2020-05-03,4.0,34.0961,-118.1058
498,Northridge,198.0,283.68,2020-05-06,2020-05-03,16.0,34.2379,-118.5302
499,Norwalk,228.0,211.85,2020-05-06,2020-05-03,25.0,33.9022,-118.0817
500,Pacific Palisades,38.0,178.48,2020-05-06,2020-05-03,0.0,34.0481,-118.5265
501,Pacoima,376.0,488.44,2020-05-06,2020-05-03,83.0,34.2625,-118.427
502,Palisades Highlands,3.0,78.0,2020-05-06,2020-05-03,0.0,,
503,Palmdale,481.0,475.06,2020-05-06,2020-05-03,40.0,34.5794,-118.1093
504,Palms,144.0,328.19,2020-05-06,2020-05-03,2.0,34.0237,-118.4151
505,Palos Verdes Estates,40.0,295.81,2020-05-06,2020-05-03,3.0,33.7871,-118.3976
506,Palos Verdes Peninsula,0.0,0.0,2020-05-06,2020-05-03,0.0,,
507,Panorama City,382.0,507.64,2020-05-06,2020-05-03,57.0,34.2247,-118.4498
508,Paramount,169.0,301.66,2020-05-06,2020-05-03,21.0,33.8895,-118.1598
509,Park La Brea,13.0,95.73,2020-05-06,2020-05-03,1.0,34.0702,-118.3497
510,Pearblossom/Llano,2.0,102.25,2020-05-06,2020-05-03,0.0,,
511,Pellissier Village,0.0,0.0,2020-05-06,2020-05-03,0.0,,
512,Pico Rivera,233.0,362.45,2020-05-06,2020-05-03,45.0,33.9831,-118.0967
513,Pico-Union,308.0,736.1,2020-05-06,2020-05-03,53.0,34.0446,-118.277
514,Placerita Canyon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
515,Playa Del Rey,1.0,31.29,2020-05-06,2020-05-03,0.0,,
516,Playa Vista,20.0,182.7,2020-05-06,2020-05-03,0.0,33.9728,-118.4276
517,Pomona,221.0,141.73,2020-05-06,2020-05-03,28.0,34.0551,-117.75
518,Porter Ranch,63.0,177.03,2020-05-06,2020-05-03,3.0,39.4346,-121.0205
519,Quartz Hill,29.0,224.7,2020-05-06,2020-05-03,1.0,34.6453,-118.2181
520,Rancho Dominguez,11.0,413.38,2020-05-06,2020-05-03,1.0,33.8508,-118.2249
521,Rancho Palos Verdes,71.0,166.09,2020-05-06,2020-05-03,10.0,33.7445,-118.387
522,Rancho Park,12.0,182.93,2020-05-06,2020-05-03,0.0,34.0454,-118.4207
523,Redondo Beach,115.0,167.4,2020-05-06,2020-05-03,5.0,33.8492,-118.3884
524,Regent Square,3.0,107.91,2020-05-06,2020-05-03,0.0,,
525,Reseda,278.0,362.84,2020-05-06,2020-05-03,45.0,34.2011,-118.536
526,Reseda Ranch,23.0,496.12,2020-05-06,2020-05-03,1.0,34.216,-118.5356
527,Reynier Village,9.0,212.87,2020-05-06,2020-05-03,0.0,34.0368,-118.3856
528,Rolling Hills,2.0,103.09,2020-05-06,2020-05-03,0.0,,
529,Rolling Hills Estates,13.0,160.24,2020-05-06,2020-05-03,0.0,33.7878,-118.3581
530,Roosevelt,0.0,0.0,2020-05-06,2020-05-03,0.0,,
531,Rosemead,44.0,79.49,2020-05-06,2020-05-03,4.0,34.0806,-118.0728
532,Rosewood,5.0,388.8,2020-05-06,2020-05-03,1.0,,
533,Rosewood/East Gardena,0.0,0.0,2020-05-06,2020-05-03,0.0,,
534,Rosewood/West Rancho Dominguez,11.0,327.28,2020-05-06,2020-05-03,1.0,34.0057,-118.4304
535,Rowland Heights,61.0,119.56,2020-05-06,2020-05-03,3.0,33.9761,-117.9053
536,San Clemente Island,0.0,0.0,2020-05-06,2020-05-03,0.0,,
537,San Dimas,30.0,86.92,2020-05-06,2020-05-03,1.0,34.1067,-117.8067
538,San Fernando,121.0,491.63,2020-05-06,2020-05-03,21.0,34.2819,-118.439
539,San Francisquito Canyon/Bouquet Canyon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
540,San Gabriel,40.0,97.67,2020-05-06,2020-05-03,10.0,34.0968,-118.1057
541,San Jose Hills,27.0,133.52,2020-05-06,2020-05-03,4.0,34.0592,-117.8426
542,San Marino,12.0,90.38,2020-05-06,2020-05-03,0.0,34.1214,-118.1065
543,San Pasqual,0.0,0.0,2020-05-06,2020-05-03,0.0,,
544,San Pedro,625.0,800.89,2020-05-06,2020-05-03,27.0,33.7361,-118.2922
545,Sand Canyon,0.0,0.0,2020-05-06,2020-05-03,0.0,,
546,Santa Catalina Island,2.0,749.06,2020-05-06,2020-05-03,0.0,,
547,Santa Clarita,450.0,204.15,2020-05-06,2020-05-03,48.0,34.3917,-118.5426
548,Santa Fe Springs,31.0,168.81,2020-05-06,2020-05-03,4.0,33.9472,-118.0853
549,Santa Monica,198.0,214.18,2020-05-06,2020-05-03,27.0,34.0242,-118.4965
550,Santa Monica Mountains,19.0,102.04,2020-05-06,2020-05-03,4.0,34.1203,-118.9318
551,Saugus,3.0,1935.48,2020-05-06,2020-05-03,0.0,,
552,Saugus/Canyon Country,0.0,0.0,2020-05-06,2020-05-03,0.0,,
553,Shadow Hills,9.0,202.61,2020-05-06,2020-05-03,0.0,34.2575,-118.355
554,Sherman Oaks,153.0,175.35,2020-05-06,2020-05-03,20.0,34.15,-118.4489
555,Sierra Madre,5.0,45.5,2020-05-06,2020-05-03,0.0,34.1617,-118.0528
556,Signal Hill,9.0,76.29,2020-05-06,2020-05-03,1.0,33.8045,-118.1678
557,Silverlake,128.0,290.36,2020-05-06,2020-05-03,7.0,34.0869,-118.2702
558,South Antelope Valley,0.0,0.0,2020-05-06,2020-05-03,0.0,,
559,South Carthay,25.0,235.96,2020-05-06,2020-05-03,1.0,34.0561,-118.3734
560,South Edwards,0.0,0.0,2020-05-06,2020-05-03,0.0,,
561,South El Monte,38.0,172.37,2020-05-06,2020-05-03,8.0,34.0493,-118.0469
562,South Gate,290.0,295.45,2020-05-06,2020-05-03,25.0,33.955999999999996,-118.2113
563,South Park,146.0,384.61,2020-05-06,2020-05-03,15.0,34.0418,-118.2639
564,South Pasadena,97.0,372.32,2020-05-06,2020-05-03,4.0,34.1165,-118.1468
565,South San Gabriel,12.0,135.62,2020-05-06,2020-05-03,1.0,34.0492,-118.0949
566,South Whittier,77.0,130.02,2020-05-06,2020-05-03,7.0,33.9608,-118.0417
567,Southeast Antelope Valley,0.0,0.0,2020-05-06,2020-05-03,0.0,,
568,St Elmo Village,22.0,479.93,2020-05-06,2020-05-03,4.0,34.0431,-118.34299999999999
569,Stevenson Ranch,19.0,90.62,2020-05-06,2020-05-03,1.0,34.3873,-118.5802
570,Studio City,56.0,249.55,2020-05-06,2020-05-03,10.0,34.1413,-118.3878
571,Sun Valley,178.0,339.16,2020-05-06,2020-05-03,35.0,34.2274,-118.3811
572,Sun Village,7.0,115.97,2020-05-06,2020-05-03,1.0,,
573,Sunland,107.0,524.3,2020-05-06,2020-05-03,7.0,34.266,-118.3114
574,Sunrise Village,1.0,77.16,2020-05-06,2020-05-03,0.0,,
575,Sycamore Square,1.0,154.56,2020-05-06,2020-05-03,0.0,,
576,Sylmar,446.0,541.28,2020-05-06,2020-05-03,81.0,34.3058,-118.4572
577,Tarzana,83.0,268.82,2020-05-06,2020-05-03,6.0,34.1509,-118.5517
578,Temple City,58.0,159.1,2020-05-06,2020-05-03,6.0,34.1072,-118.0579
579,Temple-Beaudry,187.0,473.63,2020-05-06,2020-05-03,21.0,34.0629,-118.2513
580,Thai Town,18.0,183.5,2020-05-06,2020-05-03,5.0,34.1018,-118.3036
581,Toluca Lake,11.0,126.38,2020-05-06,2020-05-03,1.0,34.1502,-118.355
582,Toluca Terrace,2.0,153.14,2020-05-06,2020-05-03,0.0,,
583,Toluca Woods,3.0,161.46,2020-05-06,2020-05-03,0.0,,
584,Torrance,306.0,205.0,2020-05-06,2020-05-03,27.0,33.8408,-118.3454
585,Tujunga,82.0,294.86,2020-05-06,2020-05-03,9.0,34.2633,-118.3027
586,Twin Lakes/Oat Mountain,4.0,241.25,2020-05-06,2020-05-03,0.0,,
587,Universal City,0.0,0.0,2020-05-06,2020-05-03,0.0,,
588,University Hills,7.0,204.14,2020-05-06,2020-05-03,0.0,,
589,University Park,98.0,356.93,2020-05-06,2020-05-03,10.0,34.0315,-118.2797
590,Val Verde,105.0,3173.16,2020-05-06,2020-05-03,42.0,,
591,Valencia,5.0,162.76,2020-05-06,2020-05-03,0.0,,
592,Valinda,31.0,132.64,2020-05-06,2020-05-03,1.0,34.0433,-117.9331
593,Valley Glen,92.0,306.5,2020-05-06,2020-05-03,1.0,34.1838,-118.4172
594,Valley Village,138.0,558.25,2020-05-06,2020-05-03,12.0,34.1633,-118.3842
595,Van Nuys,401.0,430.29,2020-05-06,2020-05-03,69.0,34.1899,-118.4514
596,Venice,51.0,150.51,2020-05-06,2020-05-03,1.0,33.9764,-118.4667
597,Vermont Knolls,70.0,406.98,2020-05-06,2020-05-03,10.0,33.9293,-118.2893
598,Vermont Square,60.0,783.6,2020-05-06,2020-05-03,9.0,34.0037,-118.3002
599,Vermont Vista,155.0,376.34,2020-05-06,2020-05-03,28.0,33.9465,-118.2826
600,Vernon,1.0,478.47,2020-05-06,2020-05-03,0.0,,
601,Vernon Central,270.0,519.25,2020-05-06,2020-05-03,55.0,34.0043,-118.257
602,Victoria Park,39.0,464.34,2020-05-06,2020-05-03,1.0,34.047,-118.3319
603,View Heights,7.0,189.5,2020-05-06,2020-05-03,0.0,33.9844,-118.3477
604,View Park/Windsor Hills,28.0,240.65,2020-05-06,2020-05-03,1.0,33.9943,-118.3447
605,Walnut,25.0,81.88,2020-05-06,2020-05-03,2.0,34.0203,-117.8653
606,Walnut Park,52.0,322.12,2020-05-06,2020-05-03,4.0,33.9689,-118.2224
607,Watts,132.0,309.32,2020-05-06,2020-05-03,22.0,33.9386,-118.238
608,Wellington Square,16.0,325.53,2020-05-06,2020-05-03,4.0,34.0392,-118.3343
609,West Adams,140.0,506.7,2020-05-06,2020-05-03,14.0,34.0342,-118.3623
610,West Antelope Valley,2.0,132.36,2020-05-06,2020-05-03,0.0,,
611,West Carson,68.0,307.89,2020-05-06,2020-05-03,3.0,33.8206,-118.2934
612,West Chatsworth,0.0,0.0,2020-05-06,2020-05-03,0.0,,
613,West Covina,151.0,139.51,2020-05-06,2020-05-03,10.0,34.0686,-117.939
614,West Hills,65.0,160.32,2020-05-06,2020-05-03,9.0,34.1973,-118.64399999999999
615,West Hollywood,141.0,381.59,2020-05-06,2020-05-03,2.0,34.0907,-118.38600000000001
616,West LA,21.0,2205.88,2020-05-06,2020-05-03,1.0,,
617,West Los Angeles,61.0,162.08,2020-05-06,2020-05-03,0.0,34.0399,-118.4422
618,West Puente Valley,19.0,193.19,2020-05-06,2020-05-03,1.0,34.0561,-117.9685
619,West Rancho Dominguez,2.0,147.17,2020-05-06,2020-05-03,0.0,,
620,West Vernon,247.0,460.44,2020-05-06,2020-05-03,23.0,34.0039,-118.2301
621,West Whittier/Los Nietos,49.0,181.99,2020-05-06,2020-05-03,9.0,33.976,-118.0691
622,Westchester,74.0,143.4,2020-05-06,2020-05-03,4.0,33.9597,-118.4006
623,Westfield/Academy Hills,0.0,0.0,2020-05-06,2020-05-03,0.0,,
624,Westhills,0.0,0.0,2020-05-06,2020-05-03,0.0,,
625,Westlake,326.0,549.24,2020-05-06,2020-05-03,45.0,34.1458,-118.8056
626,Westlake Village,6.0,71.77,2020-05-06,2020-05-03,0.0,34.1466,-118.8074
627,Westwood,54.0,99.8,2020-05-06,2020-05-03,2.0,34.0561,-118.4297
